loyalty_number,salary,clv,redemption_rate,points_balance,active_month_count,inactive_month_count,consecutive_inactive_months,months_since_last_flight,flights_last_3_months,flights_last_6_months,flights_last_12_months,tenure_months,months_since_last_activity,flight_activity_trend,distance_last_3_months,distance_last_6_months,distance_last_12_months,distance_trend,points_last_3_months,points_last_6_months,points_last_12_months,recent_redemption_rate,months_since_last_redemption,cancelled_flag,behavioral_churn,final_churn,salary_missing_flag,gender_Male,education_College,education_Doctor,education_High School or Below,education_Master,marital_status_Married,marital_status_Single,salary_band_Low,salary_band_Medium,salary_band_Unknown,province_British Columbia,province_Manitoba,province_New Brunswick,province_Newfoundland,province_Nova Scotia,province_Ontario,province_Prince Edward Island,province_Quebec,province_Saskatchewan,province_Yukon,loyalty_card_Nova,loyalty_card_Star,clv_band_Low CLV,clv_band_Medium CLV
412854,74668.5,4692.1,0.0,67597,14,10,0,0,5,12,27,20.0,0.0,-0.2857142857142857,9604.0,21736.0,44363.0,-0.2083745466534784,9604.0,21736.0,44363.0,0.0,999.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
886127,74668.5,4784.77,0.0116967871485944,39374,11,13,4,4,0,5,16,57.0,4.0,-1.0,0.0,3595.0,17961.0,-1.0,0.0,3595.0,17961.0,0.0,10.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
751820,61070.0,5217.51,0.0095397356266921,62191,15,9,2,2,6,14,23,22.0,2.0,-0.25,6123.0,19622.0,29381.0,-0.5464108452477962,6123.0,19622.0,29381.0,0.0305269595352155,3.0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
122958,49512.0,4430.57,0.0182255000558722,87859,20,4,0,0,10,16,25,30.0,0.0,0.6666666666666666,21593.0,27771.0,39713.0,2.4951440595662024,21593.0,27771.0,39713.0,0.0166720679845882,3.0,0,0,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
429460,74668.5,3839.75,0.0150788211103496,24429,8,16,11,11,0,0,2,53.0,11.0,0.0,0.0,0.0,1846.0,0.0,0.0,0.0,1846.0,0.0,22.0,1,1,1,1,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
909134,74668.5,4463.0,0.0227934135671504,52047,13,11,0,0,5,11,13,31.0,0.0,-0.1666666666666666,6134.0,16406.0,18506.0,-0.4028426791277258,6134.0,16406.0,18506.0,0.0,15.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
536021,50795.0,4784.96,0.0491075557199667,10282,2,22,0,0,7,7,7,31.0,0.0,0.0,10813.0,10813.0,10813.0,0.0,10813.0,10813.0,10813.0,0.0491075557199667,1.0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
882024,74668.5,4594.26,0.0,10161,3,21,0,0,7,7,7,3.0,0.0,0.0,10161.0,10161.0,10161.0,0.0,10161.0,10161.0,10161.0,0.0,999.0,0,0,0,1,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
561092,48849.0,4558.43,0.0258840146500895,59311,13,11,1,1,3,12,21,1.0,1.0,-0.6666666666666666,6706.0,23601.0,34826.0,-0.6030778336786031,6706.0,23601.0,34826.0,0.0469047921698233,0.0,0,0,0,0,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
830931,66731.0,4652.6,0.0177778381388274,72322,18,6,2,2,5,13,20,70.0,2.0,-0.375,4671.0,15722.0,24234.0,-0.5773233191566374,4671.0,15722.0,24234.0,0.0,15.0,0,0,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
938981,74668.5,5337.35,0.0,74409,4,7,1,1,10,30,38,8.0,1.0,-0.5,19322.0,40742.0,49606.0,-0.0979458450046685,28983.0,61113.0,74409.0,0.0,999.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
979309,63654.0,4312.77,0.0164336226293796,48958,11,13,0,0,3,6,7,69.0,0.0,0.0,3957.0,6408.0,6917.0,0.6144430844553244,3957.0,6408.0,6917.0,0.0,10.0,0,0,0,0,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
585629,74668.5,4423.69,0.0040485428222709,100369,19,5,1,1,5,18,31,33.0,1.0,-0.6153846153846154,11701.0,35715.0,58181.0,-0.5127425668360124,11701.0,35715.0,58181.0,0.0,14.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
384146,48890.0,2790.23,0.0,85675,4,7,0,0,15,43,43,8.0,0.0,-0.4642857142857143,20205.0,57117.0,57117.0,-0.4526170351105331,30307.0,85675.0,85675.0,0.0,999.0,1,0,1,0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
474174,218703.0,4365.26,0.0210025203024363,38456,11,13,11,11,0,0,5,37.0,11.0,0.0,0.0,0.0,8291.0,0.0,0.0,0.0,8291.0,0.0,14.0,1,1,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
625870,61809.0,4282.95,0.008586390727956,63043,17,7,0,0,10,19,29,64.0,0.0,0.1111111111111111,9182.0,19829.0,39388.0,-0.1375974452897529,9182.0,19829.0,39388.0,0.0275354279086186,2.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
589840,74668.5,4903.13,0.0110101650350964,42128,12,12,2,2,5,9,18,49.0,2.0,0.25,9750.0,18842.0,34175.0,0.0723713154421469,9750.0,18842.0,34175.0,0.0,7.0,0,0,0,1,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
958243,74668.5,4569.88,0.0282620549972735,62371,12,12,0,0,8,16,24,23.0,0.0,0.0,10993.0,21997.0,33958.0,-0.0009996364958197,10993.0,21997.0,33958.0,0.0,14.0,0,0,0,1,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
557752,98629.0,3890.87,0.0420484498556546,30528,7,17,0,0,11,11,22,14.0,0.0,0.0,14880.0,14880.0,31868.0,0.0,14880.0,14880.0,31868.0,0.0455645161290322,0.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
101945,86098.0,4202.66,0.0193479779061647,61785,16,8,0,0,6,14,20,61.0,0.0,-0.25,5907.0,17022.0,28563.0,-0.4685560053981106,5907.0,17022.0,28563.0,0.0317823992480319,2.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
395460,74668.5,4330.8,0.0172563246436368,61221,13,11,0,0,4,11,16,60.0,0.0,-0.4285714285714285,3756.0,10522.0,20108.0,-0.4448714159030446,3756.0,10522.0,20108.0,0.0,13.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
413282,58729.0,4835.78,0.0247941969838852,69775,15,9,0,0,9,13,22,28.0,0.0,1.25,16144.0,18348.0,34989.0,6.3248638838475495,16144.0,18348.0,34989.0,0.0315020710704163,2.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
610946,56947.0,4244.47,0.0536253905383026,55432,18,6,0,0,10,16,28,24.0,0.0,0.6666666666666666,11576.0,21341.0,37075.0,0.185458269329237,11576.0,21341.0,37075.0,0.0604001686893772,0.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
703338,74668.5,4502.87,0.0,3775,1,23,0,0,5,5,5,1.0,0.0,0.0,3775.0,3775.0,3775.0,0.0,3775.0,3775.0,3775.0,0.0,999.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
990204,74668.5,4903.15,0.0104108244531688,56462,13,11,0,0,7,16,21,50.0,0.0,-0.2222222222222222,9028.0,26483.0,30515.0,-0.4827843024921226,9028.0,26483.0,30515.0,0.0224294830646074,3.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
721984,59500.0,4558.97,0.0285538167863037,48855,12,12,2,2,3,10,22,21.0,2.0,-0.5714285714285714,6441.0,11712.0,33371.0,0.221969265793967,6441.0,11712.0,33371.0,0.0,18.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
307233,74668.5,4965.49,0.0094533799876503,67375,16,8,1,1,4,13,22,33.0,1.0,-0.5555555555555556,4619.0,17201.0,34102.0,-0.6328882530599269,4619.0,17201.0,34102.0,0.0,19.0,1,0,1,1,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
305171,74668.5,4697.15,0.0288829336448384,42398,14,10,2,2,4,12,17,51.0,2.0,-0.5,2780.0,12500.0,18254.0,-0.7139917695473251,2780.0,12500.0,18254.0,0.0,7.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
932823,66444.0,3863.31,0.0060879643750381,81466,18,6,1,1,6,15,29,45.0,1.0,-0.3333333333333333,6734.0,17394.0,38104.0,-0.3682926829268292,6734.0,17394.0,38104.0,0.0,18.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
714555,64387.0,4299.84,0.0157467767637259,67943,16,8,0,0,11,16,20,64.0,0.0,1.2,17057.0,24042.0,30489.0,1.441947029348604,17057.0,24042.0,30489.0,0.018675650944181,0.0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
915571,114551.0,4334.06,0.0122947855644753,40971,8,16,1,1,4,7,18,41.0,1.0,0.3333333333333333,8316.0,15579.0,35678.0,0.1449814126394052,8316.0,15579.0,35678.0,0.0327363758906219,1.0,0,0,0,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
368292,74668.5,4770.26,0.0,1182,1,23,22,22,0,0,0,25.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
235629,124308.0,5140.39,0.0,29126,3,21,0,0,8,14,14,6.0,0.0,0.3333333333333333,14684.0,29126.0,29126.0,0.0167566819000138,14684.0,29126.0,29126.0,0.0,999.0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
754539,74668.5,4467.71,0.0214896862771108,29506,11,13,1,1,7,10,19,30.0,1.0,1.3333333333333333,11291.0,15344.0,26271.0,1.7858376511226253,11291.0,15344.0,26271.0,0.0,16.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
949175,74668.5,5153.92,0.0312183371886291,50676,14,10,1,1,7,19,26,51.0,1.0,-0.4166666666666667,12047.0,28139.0,36160.0,-0.2513671389510316,12047.0,28139.0,36160.0,0.0,13.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
345014,74668.5,5009.6,0.0080759031580397,57605,16,8,0,0,8,15,21,5.0,0.0,0.1428571428571428,15354.0,19807.0,33254.0,2.4480125757916014,15354.0,19807.0,33254.0,0.0,15.0,0,0,0,1,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
693256,47937.0,4916.58,0.0,56034,13,11,0,0,5,5,17,67.0,0.0,0.0,6093.0,6093.0,20658.0,0.0,6093.0,6093.0,20658.0,0.0,999.0,0,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
235872,89057.0,4046.94,0.0216194202949873,55256,14,10,0,0,7,13,23,69.0,0.0,0.1666666666666666,4914.0,10994.0,24861.0,-0.1917763157894736,4914.0,10994.0,24861.0,0.0,12.0,0,0,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
763520,57975.0,5107.16,0.0435779816513761,49623,13,11,1,1,3,7,15,21.0,1.0,-0.25,5541.0,14241.0,26162.0,-0.363103448275862,5541.0,14241.0,26162.0,0.0341268169370128,1.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
837646,74668.5,5121.56,0.0275299613278707,25398,8,16,8,8,0,0,7,57.0,8.0,0.0,0.0,0.0,9093.0,0.0,0.0,0.0,9093.0,0.0,11.0,1,1,1,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
240362,58756.0,4276.36,0.0308081318903611,47912,13,11,4,4,0,8,15,50.0,4.0,-1.0,0.0,18483.0,29304.0,-1.0,0.0,18483.0,29304.0,0.0536168370935454,5.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
485283,102479.0,4072.85,0.014913927598699,37253,8,16,0,0,10,13,17,15.0,0.0,2.333333333333333,17729.0,24731.0,34711.0,1.531990859754356,17729.0,24731.0,34711.0,0.0,7.0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
174996,74668.5,4488.13,0.0,66517,16,8,0,0,5,14,29,50.0,0.0,-0.4444444444444444,10775.0,21542.0,48380.0,0.0007430110522894,10775.0,21542.0,48380.0,0.0,999.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True
544569,100482.0,4914.73,0.0215614728144507,32446,8,16,6,6,0,6,18,47.0,6.0,-1.0,0.0,3966.0,19530.0,-1.0,0.0,3966.0,19530.0,0.0,12.0,0,1,1,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
615394,67071.0,4831.42,0.0230323718932188,50943,13,11,1,1,8,17,23,1.0,1.0,-0.1111111111111111,7218.0,23094.0,29568.0,-0.5453514739229025,7218.0,23094.0,29568.0,0.0520048497445223,5.0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
779247,86987.0,4122.57,0.0092579798258947,57360,16,8,0,0,10,17,28,75.0,0.0,0.4285714285714285,9979.0,17418.0,29303.0,0.3414437424384998,9979.0,17418.0,29303.0,0.0,8.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
474172,50951.0,4369.04,0.0,0,0,24,24,999,0,0,0,43.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,1,1,1,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
372261,192498.0,4983.18,0.0132930231108479,63316,14,10,0,0,9,19,30,20.0,0.0,-0.1,15407.0,28089.0,43751.0,0.2148714713767544,15407.0,28089.0,43751.0,0.0115703656235537,2.0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
524483,67447.0,4576.76,0.0188034666704003,70080,15,9,0,0,6,12,25,48.0,0.0,0.0,8472.0,20292.0,40760.0,-0.283248730964467,8472.0,20292.0,40760.0,0.031391681450818,0.0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
417584,59262.0,4014.45,0.0116699350174953,51407,12,12,2,2,8,8,17,55.0,2.0,0.0,13352.0,13352.0,20657.0,0.0,13352.0,13352.0,20657.0,0.0,17.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
534794,66905.0,4708.2,0.0,0,0,24,24,999,0,0,0,79.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0,1,1,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
809728,168331.0,4987.64,0.029754270763864,18913,6,18,4,4,0,7,12,11.0,4.0,-1.0,0.0,8474.0,19493.0,-1.0,0.0,8474.0,19493.0,0.0,7.0,1,0,1,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
205785,128118.0,3873.65,0.0241018022596661,49925,14,10,0,0,2,4,9,28.0,0.0,0.0,2843.0,6673.0,11398.0,-0.2577023498694517,2843.0,6673.0,11398.0,0.0,14.0,0,0,0,0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
589580,152955.0,3954.34,0.0148359596011316,76962,15,9,1,1,3,14,29,40.0,1.0,-0.7272727272727273,3378.0,11873.0,37463.0,-0.6023543260741613,3378.0,11873.0,37463.0,0.0,8.0,0,0,0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
399418,47476.0,5109.5,0.0068336773628573,63511,13,11,0,0,9,19,19,51.0,0.0,-0.1,19099.0,35721.0,35721.0,0.1490193719167368,19099.0,35721.0,35721.0,0.0122337000643878,6.0,0,0,0,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
217616,95606.0,5160.25,0.0,16606,3,21,0,0,3,8,8,5.0,0.0,-0.4,7081.0,16606.0,16606.0,-0.2565879265091863,7081.0,16606.0,16606.0,0.0,999.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
774724,65673.0,4605.04,0.025692601194426,46985,11,13,0,0,7,11,23,31.0,0.0,0.75,14455.0,21169.0,29893.0,1.1529639559130176,14455.0,21169.0,29893.0,0.0,12.0,0,0,0,0,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
135250,88089.0,4298.66,0.0151979459996687,47562,14,10,0,0,7,11,17,64.0,0.0,0.75,10123.0,19007.0,23668.0,0.1394642053129221,10123.0,19007.0,23668.0,0.0194665123375598,3.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
139863,67223.0,4142.56,0.0151293141495278,55788,11,13,0,0,9,11,14,38.0,0.0,3.5,12379.0,17011.0,22936.0,1.6724956822107082,12379.0,17011.0,22936.0,0.0,14.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
217695,114551.0,4334.06,0.0215223522109325,72514,14,10,3,3,1,8,21,63.0,3.0,-0.8571428571428571,2273.0,16904.0,42322.0,-0.8446449319937119,2273.0,16904.0,42322.0,0.0417061050638902,6.0,0,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
430521,47639.0,4515.45,0.0,0,0,24,24,999,0,0,0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
333502,74668.5,3891.58,0.0067673775998146,60028,12,12,0,0,6,22,28,57.0,0.0,-0.625,7935.0,31193.0,40733.0,-0.658827070255396,7935.0,31193.0,40733.0,0.0131119161350302,0.0,0,0,0,1,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
370486,148510.0,4657.16,0.0202582368655387,48411,12,12,0,0,5,9,17,17.0,0.0,0.25,9827.0,16791.0,35203.0,0.4111143021252154,9827.0,16791.0,35203.0,0.0,13.0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
930718,63577.0,4037.55,0.0164228894021042,65161,17,7,2,2,5,21,31,41.0,2.0,-0.6875,4022.0,24740.0,38530.0,-0.8058692924027416,4022.0,24740.0,38530.0,0.0,13.0,0,0,0,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
193662,51124.0,3844.57,0.0088169932754192,137374,20,4,0,0,9,19,41,79.0,0.0,-0.1,8271.0,25581.0,62688.0,-0.5221837088388215,8271.0,25581.0,62688.0,0.0143856768695516,3.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
221388,74668.5,4531.37,0.0082554896197982,52978,16,8,1,1,5,13,24,65.0,1.0,-0.375,5567.0,20221.0,35401.0,-0.6201037259451344,5567.0,20221.0,35401.0,0.0,21.0,0,0,0,1,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
387129,74668.5,4776.19,0.0105187381811931,92093,19,5,0,0,4,14,26,66.0,0.0,-0.6,4125.0,20415.0,40072.0,-0.7467771639042358,4125.0,20415.0,40072.0,0.0238550085721283,0.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True
111255,70272.0,4122.96,0.0,65856,17,7,0,0,1,10,29,69.0,0.0,-0.8888888888888888,934.0,19270.0,38439.0,-0.9490619546247818,934.0,19270.0,38439.0,0.0,999.0,0,0,0,0,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
286114,74668.5,3872.22,0.0593530710950823,33646,10,14,1,1,5,12,15,25.0,1.0,-0.2857142857142857,7608.0,16537.0,19765.0,-0.147944898644865,7608.0,16537.0,19765.0,0.0345891032230755,4.0,0,0,0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
367961,74668.5,4670.95,0.0287042591481704,64766,15,9,0,0,8,21,34,66.0,0.0,-0.3846153846153846,13954.0,26049.0,48273.0,0.1536998759818106,13954.0,26049.0,48273.0,0.0416138815309608,2.0,0,0,0,1,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
602900,74499.0,5122.72,0.0075889951005584,57931,14,10,2,2,2,12,22,57.0,2.0,-0.8,1068.0,16803.0,33146.0,-0.9321258341277407,1068.0,16803.0,33146.0,0.0263643397012438,2.0,0,0,0,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
295217,67411.0,4059.57,0.0344377314363672,49543,12,12,3,3,4,9,20,30.0,3.0,-0.2,5616.0,15097.0,32888.0,-0.4076574201033646,5616.0,15097.0,32888.0,0.0266278068490428,0.0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
